quarterHour;ez2_0;ez2_1;ez2_2;ez2_3;ez2_4;ez2_5;ez2_6;ez2_7;ez2_8;ez2_9;ez2_10;ez2_11;ez2_12;ez2_13;ez2_14;ez2_15;ez2_16;ez2_17;ez2_18;ez2_19;ez2_20;ez2_21;ez2_22;ez2_23;ez2_24;ez2_25;ez2_26;ez2_27;ez2_28;ez2_29;ez2_30;ez2_31;ez2_32;ez2_33;ez2_34;ep1_1;ep1_2;ep1_3;ep1_4;ep1_5;ep1_6;ep1_7;ep1_8;ep1_9;ep1_10;ep1_11;ep1_12;ep1_13;ep1_14;ep1_15;ep1_16;ep1_17;ep1_18;ep1_19;ep1_20;ep1_21;ep1_22;ep1_23;ep1_24;ep1_25;ep1_26;ep1_27;ep1_28;ep1_29;ep1_30;ep1_31;ep1_32;ep1_33
68;0;0,002119605;0,005993824;0,010403693;0,015870473;0,028402138;0,05000258;0,07261564;0,101294001;0,12877747;0,157954715;0,183243987;0,215183876;0,241260206;0,279864444;0,298088221;0,315613621;0,33474346;0,35743045;0,377592185;0,391372025;0,400890074;0,422704313;0,514824139;0,638262137;0,644658096;0,671266133;0,692404062;0,75261027;0,768501113;0,799849175;0,81964289;0,845772489;0,87933069;0,90621859;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
69;0;0,002119605;0,005993824;0,010403693;0,015870473;0,028402138;0,042834597;0,064457919;0,093620843;0,120146238;0,14985;0,175728806;0,206780629;0,233435193;0,268693367;0,298088221;0,315613621;0,33474346;0,352523196;0,373033236;0,386250455;0,393271935;0,41311948;0,494954563;0,547553649;0,639418255;0,658753176;0,679494327;0,719673036;0,755257325;0,786626983;0,80086248;0,833033452;0,865443742;0,891819646;0,00364854;0,007297079;0,010986887;0,014704183;0,01844899;0,0222213;0,026021103;0,029848419;0,033703277;0,037585598;0,04149546;0,045432801;0,049397685;0,05339009;0,057409969;0,061457429;0,065532361;0,069634805;0,073764789;0,077922284;0,082107281;0,086319812;0,090559894;0,094827475;0,099122595;0,10344522;0,107795374;0,112173075;0,116578305;0,121011055;0,125471333;0,129959177;0,134020414
70;0;0,001989852;0,005697487;0,009886102;0,015024913;0,027302113;0,041462345;0,054850994;0,084256831;0,10950944;0,139488508;0,165656263;0,195536483;0,222480893;0,256555841;0,294375134;0,31161886;0,330453016;0,347962938;0,363436588;0,375674797;0,380022471;0,397513527;0,433871804;0,466155447;0,609846238;0,622750058;0,650852012;0,659650714;0,7012739;0,731296662;0,744939566;0,774883459;0,803045412;0,833789654;0,00364854;0,007297079;0,010986887;0,014704183;0,01844899;0,0222213;0,026021103;0,029848419;0,033703277;0,037585598;0,04149546;0,045432801;0,049397685;0,05339009;0,057409969;0,061457429;0,065532361;0,069634805;0,073764789;0,077922284;0,082107281;0,086319812;0,090559894;0,094827475;0,099122595;0,10344522;0,107795374;0,112173075;0,116578305;0,121011055;0,125471333;0,129959177;0,134020414
71;0;0,000780254;0,002176448;0,003823182;0,005874515;0,014231714;0,02682541;0,03985277;0,061116137;0,084932516;0,115013601;0,141459164;0,170128095;0,197306532;0,230148523;0,257751166;0,293250487;0,311723733;0,328990806;0,339408486;0,349277785;0,347019034;0,358571682;0,353623694;0,429514676;0,43639035;0,441979539;0,445150521;0,475165856;0,480422262;0,503935643;0,511548795;0,529841899;0,536627573;0,573227784;0,00364854;0,007297079;0,010986887;0,014704183;0,01844899;0,0222213;0,026021103;0,029848419;0,033703277;0,037585598;0,04149546;0,045432801;0,049397685;0,05339009;0,057409969;0,061457429;0,065532361;0,069634805;0,073764789;0,077922284;0,082107281;0,086319812;0,090559894;0,094827475;0,099122595;0,10344522;0,107795374;0,112173075;0,116578305;0,121011055;0,125471333;0,129959177;0,134020414
72;0;0,000780254;0,002176448;0,003823182;0,005874515;0,014231714;0,02682541;0,03985277;0,053442975;0,076301276;0,106908887;0,133943983;0,161724865;0,189481487;0,22142703;0,249597848;0,293250487;0,311723733;0,328990806;0,339408486;0,344156214;0,347019034;0,348986849;0,353623694;0,361450929;0,434454728;0,438322421;0,443826332;0,475165856;0,480422262;0,503935643;0,511548795;0,529841899;0,536627573;0,573227784;0,00364854;0,007297079;0,010986887;0,014704183;0,01844899;0,0222213;0,026021103;0,029848419;0,033703277;0,037585598;0,04149546;0,045432801;0,049397685;0,05339009;0,057409969;0,061457429;0,065532361;0,069634805;0,073764789;0,077922284;0,082107281;0,086319812;0,090559894;0,094827475;0,099122595;0,10344522;0,107795374;0,112173075;0,116578305;0,121011055;0,125471333;0,129959177;0,134020414
73;0;0,000558878;0,001617988;0,00285943;0,004653824;0,012158665;0,024087767;0,036399908;0,049279511;0,062779143;0,092856848;0,119441485;0,145635846;0,17325912;0,203599876;0,231603375;0,256810255;0,30045698;0,317060886;0,326739643;0,330703917;0,332849888;0,334137241;0,337977387;0,341867795;0,344276182;0,349031075;0,353236091;0,36257465;0,378373482;0,400073569;0,405708543;0,411493883;0,416605583;0,44046958;0,00364854;0,007297079;0,010986887;0,014704183;0,01844899;0,0222213;0,026021103;0,029848419;0,033703277;0,037585598;0,04149546;0,045432801;0,049397685;0,05339009;0,057409969;0,061457429;0,065532361;0,069634805;0,073764789;0,077922284;0,082107281;0,086319812;0,090559894;0,094827475;0,099122595;0,10344522;0,107795374;0,112173075;0,116578305;0,121011055;0,125471333;0,129959177;0,134020414
74;0;0,000345012;0,001082402;0,001987943;0,003247597;0,010183539;0,021430272;0,033133471;0,045302616;0,058136345;0,079507204;0,105986168;0,130643608;0,158204548;0,186981299;0,214894876;0,240050088;0,275203081;0,306501649;0,315550437;0,318747747;0,320244357;0,320918894;0,324034714;0,327196843;0,328935853;0,332895138;0,33617587;0,338382988;0,34173666;0,36264649;0,367193626;0,371986163;0,376056952;0,398882865;0,00364854;0,007297079;0,010986887;0,014704183;0,01844899;0,0222213;0,026021103;0,029848419;0,033703277;0,037585598;0,04149546;0,045432801;0,049397685;0,05339009;0,057409969;0,061457429;0,065532361;0,069634805;0,073764789;0,077922284;0,082107281;0,086319812;0,090559894;0,094827475;0,099122595;0,10344522;0,107795374;0,112173075;0,116578305;0,121011055;0,125471333;0,129959177;0,134020414
75;0;0,000345012;0,001082402;0,001987943;0,003247597;0,010183539;0,021430272;0,033133471;0,045302616;0,058136345;0,071402497;0,098470988;0,12224037;0,150379519;0,178259822;0,20674159;0,232505314;0,266746586;0,306501649;0,315550437;0,318747747;0,320244357;0,320918894;0,324034714;0,327196843;0,328935853;0,332895138;0,33617587;0,338382988;0,34173666;0,36264649;0,367193626;0,371986163;0,376056952;0,398882865;0,094992332;0,189984648;0,280683096;0,368518934;0,453491963;0,535601829;0,614849206;0,691232725;0,764753491;0,83541066;0,903204764;0,96813465;1,030201507;1,089404122;1,145743061;1,199217808;1,249828375;1,297574641;1,342456701;1,384474687;1,423627209;1,459915632;1,493338829;1,523897816;1,551591215;1,576419393;1,598381644;1,617480347;1,6337118;1,64707919;1,657580953;1,665216049;1,717254552
76;0;0,000345012;0,001082402;0,001987943;0,003247597;0,010183539;0,021430272;0,033133471;0,045302616;0,058136345;0,071402497;0,090955808;0,11383714;0,14255449;0,169538346;0,198588273;0,22496054;0,258290155;0,283812764;0,315550437;0,318747747;0,320244357;0,320918894;0,324034714;0,327196843;0,328935853;0,332895138;0,33617587;0,338382988;0,34173666;0,36264649;0,367193626;0,371986163;0,376056952;0,398882865;0,093416022;0,186832036;0,276094292;0,362587271;0,44631083;0,527264863;0,605448798;0,680863315;0,753508149;0,823383114;0,890487799;0,954822314;1,01638652;1,075180407;1,13120368;1,184456371;1,234938252;1,282649524;1,327589512;1,369759034;1,409156835;1,445783699;1,47963899;1,510723169;1,539035331;1,564575961;1,587344625;1,607342232;1,624566787;1,639020344;1,650699809;1,659608653;1,711470684
77;0;0,000345012;0,001082402;0,001987943;0,003247597;0,010183539;0,021430272;0,033133471;0,045302616;0,058136345;0,071402497;0,083440636;0,105433902;0,134729445;0,160816853;0,190434987;0,217415782;0,249833692;0,275989655;0,30340435;0,318747747;0,320244357;0,320918894;0,324034714;0,327196843;0,328935853;0,332895138;0,33617587;0,338382988;0,34173666;0,350420898;0,367193626;0,371986163;0,376056952;0,398882865;0,085222467;0,170444925;0,252332818;0,331997493;0,409439024;0,484656995;0,557651437;0,628422594;0,696970142;0,76329384;0,827393874;0,889270054;0,948922536;1,006350475;1,061554487;1,114534334;1,16528973;1,213820809;1,260127382;1,30420983;1,346066717;1,385699584;1,423107597;1,458290457;1,491248397;1,521981181;1,550488644;1,576771023;1,600827845;1,622659556;1,642266369;1,659647438;1,711510481
78;0;0,000345012;0,001082402;0,001987943;0,003247597;0,010183539;0,021430272;0,033133471;0,045302616;0,058136345;0,071402497;0,083440636;0,09703068;0,126904407;0,15209536;0,182281686;0,209871024;0,241377228;0,268166676;0,294666253;0,318747747;0,320244357;0,320918894;0,324034714;0,327196843;0,328935853;0,332895138;0,33617587;0,338382988;0,34173666;0,345034329;0,367193626;0,371986163;0,376056952;0,398882865;0,073400249;0,146800516;0,217916609;0,287509837;0,355580223;0,422127396;0,487151581;0,550652748;0,612630889;0,673085578;0,732017067;0,789425239;0,845309827;0,899671325;0,952509131;1,003823271;1,053613897;1,101880611;1,148623825;1,193843226;1,237538734;1,279710259;1,320357626;1,359481182;1,39708041;1,433155605;1,467706467;1,500733434;1,532235603;1,56221439;1,590667608;1,617595699;1,668146211
79;0;0,001427443;0,004309509;0,007557067;0,011583987;0,022162837;0,034703611;0,046685743;0,059029342;0,072037293;0,085425485;0,09748749;0,111108256;0,133204631;0,157534683;0,188359073;0,216561978;0,247207676;0,274594482;0,30023252;0,314764219;0,33970853;0,344070325;0,349581449;0,355090395;0,477142421;0,523300436;0,529278718;0,535281621;0,54371352;0,552455149;0,580823537;0,592036794;0,602165113;0,631409671;0,06147805;0,122956109;0,1832093;0,242645846;0,30126575;0,359069002;0,416055493;0,472224826;0,527577982;0,582114022;0,635833414;0,688735832;0,740821353;0,792089922;0,842541495;0,892175894;0,940993462;0,988993781;1,036177253;1,082543719;1,128092298;1,172824365;1,216738608;1,259836153;1,302116346;1,343578979;1,384224074;1,424052232;1,463062701;1,501255818;1,538630941;1,575190421;1,624414923
80;0;0,011431563;0,021829633;0,076409333;0,037856394;0,048350586;0,06119429;0,073771976;0,086496842;0,099879672;0,113532067;0,125655062;0,139344122;0,153711417;0,177210171;0,208730367;0,237533301;0,267344941;0,295262177;0,320055259;0,3352949;0,368404902;0,372675165;0,37830598;0,383931165;0,387812429;0,552296656;0,558379276;0,564456052;0,5729228;0,581739769;0,610275632;0,621667243;0,631907876;0,661295849;0,049455872;0,098911736;0,148210891;0,197405629;0,246495885;0,295481536;0,344362915;0,393139555;0,441811886;0,490379839;0,538843129;0,587201834;0,635456301;0,683606068;0,731651385;0,779592201;0,827428427;0,875160136;0,922787308;0,970310253;1,017728275;1,065041903;1,112250881;1,159355536;1,206355549;1,253250818;1,300041625;1,346728045;1,393309758;1,439787051;1,486159542;1,532427129;1,580315141
81;0;0,027582822;0,050547112;0,067176684;0,102689358;0,095074153;0,110514024;0,126020871;0,141387927;0,156751453;0,172763963;0,187117675;0,202956587;0,219522239;0,238468169;0,27098607;0,304974366;0,333299889;0,364470646;0,391185654;0,414417909;0,430983164;0,459271795;0,467278186;0,480676238;0,502373301;0,65502886;0,67172475;0,680720601;0,700665338;0,725210422;0,746956227;0,761885227;0,787899246;0,818605566;0,042950711;0,085901444;0,129273426;0,172926342;0,216860106;0,26107478;0,305570356;0,350346976;0,39540437;0,440742845;0,486362007;0,532262471;0,578443806;0,624906109;0,671649302;0,718673633;0,765978917;0,813565312;0,861432703;0,909581307;0,958010737;1,006721376;1,055712927;1,10498577;1,154539693;1,204374829;1,25449089;1,304888203;1,355566683;1,406526232;1,45776701;1,509288976;1,556454475
82;0;0,04793264;0,086157243;0,204232891;0,116237823;0,148609279;0,164838417;0,181534989;0,197839661;0,214212934;0,230963537;0,245712987;0,261958057;0,280888769;0,300298687;0,323317248;0,360685705;0,386129602;0,418459479;0,449622559;0,47398935;0,491585172;0,506366263;0,544829867;0,560858783;0,587440382;0,728320415;0,75195191;0,771505747;0,803792145;0,836651642;0,849435737;0,888212945;0,921614818;0,938319431;0,042750733;0,085501481;0,128691227;0,172173781;0,215949041;0,260017052;0,304377892;0,349031309;0,393977527;0,439216924;0,484748744;0,530573496;0,576691057;0,623101405;0,669804742;0,716800812;0,7640899;0,811671865;0,859546495;0,907714268;0,956174871;1,004928409;1,053975003;1,103314428;1,152946882;1,202872244;1,253090458;1,303601919;1,354406291;1,405503702;1,456894221;1,508577423;1,555720437
83;0;0,084157354;0,174054088;0,188485875;0,301411933;0,289676928;0,311674354;0,336111421;0,358775706;0,382083036;0,404226519;0,424584715;0,448481964;0,472374542;0,497818965;0,519099018;0,572440299;0,623325584;0,672341058;0,707799037;0,767367836;0,797196577;0,818789147;0,875912028;0,898613019;0,935098943;1,044614237;1,131108449;1,154056848;1,220838932;1,268871668;1,303656914;1,350182002;1,373092161;1,395755576;0,042550755;0,085101517;0,128109081;0,171421257;0,215038008;0,258959323;0,30318517;0,347715885;0,392550915;0,437691003;0,483135266;0,528884521;0,574938511;0,621296899;0,667960182;0,714928182;0,762200884;0,809778236;0,857660466;0,905847406;0,954339005;1,003135613;1,052236911;1,10164292;1,151353908;1,201369659;1,251690186;1,302315791;1,353246055;1,404481172;1,456021432;1,50786587;1,554987872
84;0;0,098997128;0,195922272;0,164995528;0,282869331;0,384390793;0,407364848;0,433856395;0,457823;0,482432218;0,505501742;0,527892276;0,552091313;0,576411188;0,602199135;0,625697504;0,693115552;0,77542741;0,831926752;0,857660677;0,969611012;1,001284164;1,02518766;1,072442041;1,123096296;1,169895741;1,21771966;1,408503232;1,501064937;1,572359113;1,628988336;1,706827982;1,735653649;1,761966853;1,795199096;0,042350777;0,084701554;0,127526882;0,170668732;0,214126943;0,257901595;0,301992706;0,346400218;0,391124304;0,43616486;0,481522003;0,527195755;0,573185761;0,619492394;0,666115622;0,713055362;0,760311682;0,807884606;0,855774258;0,903980543;0,952503138;1,001342646;1,050498819;1,099971577;1,149760934;1,199867074;1,250289914;1,301029507;1,352085663;1,403458642;1,455148491;1,507155809;1,554253834
85;0;0,06762282;0,188805984;0,177738432;0,287566614;0,37751504;0,441597734;0,469593199;0,495252732;0,521587634;0,548115241;0,571887833;0,597604248;0,623374483;0,651125681;0,682605579;0,751071677;0,837929174;0,901037584;0,977460003;1,044347648;1,078345986;1,107606792;1,156013487;1,214852576;1,278800764;1,322446233;1,381354767;1,482194447;1,580309598;1,632750734;1,707588509;1,73720517;1,770651408;1,813117353;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
86;0;0,041148228;0,097764133;0,195592072;0,301811185;0,36710404;0,449637887;0,499778936;0,525827042;0,554285727;0,581130841;0,604990044;0,630809461;0,661405868;0,689915256;0,732369064;0,807646875;0,881190914;0,956774896;1,02193823;1,081915055;1,113367302;1,142020424;1,187906321;1,25221273;1,315162547;1,349581742;1,377974801;1,497532694;1,583812982;1,63165135;1,698205665;1,723489595;1,767356677;1,793800526;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
87;0;0,047720732;0,112612435;0,219741695;0,363588219;0,44093036;0,523888115;0,614775501;0,651254599;0,687288523;0,719940981;0,747327314;0,780425718;0,811862353;0,845576493;0,901486744;0,980021195;1,041536285;1,110108738;1,209462378;1,270888525;1,293861342;1,328946141;1,363303351;1,434480879;1,482295426;1,498360954;1,531998491;1,593626008;1,682532761;1,721062922;1,776076787;1,799224779;1,843700614;1,870617712;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
88;0;0,044721056;0,094686986;0,20854109;0,329927973;0,406776183;0,477311397;0,574428753;0,617382745;0,647904939;0,676883238;0,706657059;0,743074344;0,775023812;0,82046068;0,883927376;0,965622305;1,033073757;1,102370028;1,227001643;1,286202954;1,330172958;1,385184321;1,452941024;1,513087376;1,596591608;1,636211324;1,690089056;1,761206489;1,774538599;1,78817227;1,818157162;1,841271534;1,884003932;1,913534359;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
89;0;0,006366978;0,015228183;0,102229726;0,203194225;0,256683578;0,35063096;0,46326472;0,501318698;0,537787969;0,562603731;0,593609254;0,625155388;0,66065345;0,708278474;0,770994491;0,842686378;0,908997741;0,971752685;1,106357248;1,158767533;1,217406697;1,29834595;1,357588989;1,4208906;1,53489711;1,596331464;1,641502133;1,709972426;1,730533422;1,812629644;1,859458676;1,908956678;1,956599828;1,985625277;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
90;0;0,004907411;0,013002763;0,079757252;0,169449868;0,230546513;0,30606475;0,438117177;0,480946256;0,528875968;0,555342716;0,586914475;0,618352791;0,662486976;0,716496447;0,779679112;0,857233679;0,922958118;1,039154978;1,13111815;1,176522039;1,236765671;1,31483418;1,377626362;1,429861728;1,524693121;1,624941309;1,675844774;1,732496345;1,736404035;1,81016229;1,860203371;1,922025529;1,964768314;1,990324161;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
91;0;0,005719049;0,013860998;0,059486307;0,114751505;0,221100444;0,278372277;0,349756729;0,480026948;0,524533735;0,565321683;0,597344804;0,634385665;0,686607857;0,746480178;0,813848589;0,89233881;0,953749906;1,080945115;1,169746842;1,249933867;1,311569237;1,389612827;1,451302472;1,492030631;1,585502919;1,707075384;1,76840268;1,837033763;1,930093611;1,96577412;2,026775628;2,094960103;2,132218094;2,159283462;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
92;0;0,07868588;0,142019247;0,210118221;0,275487129;0,332934023;0,450591689;0,501871531;0,662487992;0,729074342;0,779517597;0,812115789;0,858005366;0,91477063;0,98014749;1,051811291;1,137124741;1,195718838;1,337402643;1,40897699;1,483947461;1,539097558;1,613865429;1,675323769;1,723338133;1,811576562;1,948618853;2,0142057;2,119320152;2,217841409;2,246085274;2,32204725;2,383134461;2,412220498;2,416387988;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
93;0;0,106550938;0,194528171;0,266655258;0,332030312;0,37658837;0,46309586;0,522153128;0,602448433;0,687125392;0,726775642;0,774640006;0,827945582;0,889912097;0,962767977;1,034946297;1,120724767;1,201155192;1,320698167;1,406559506;1,458528576;1,497461003;1,563831417;1,61893652;1,686987965;1,758821893;1,883651734;1,964193375;2,048177072;2,138564143;2,170932122;2,240401824;2,310655479;2,356997528;2,389531068;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
94;0;0,10552106;0,189888081;0,257928086;0,321035571;0,372067119;0,429635412;0,484476861;0,560667985;0,66551803;0,706889076;0,754258233;0,823951837;0,891341884;0,969061716;1,046224074;1,115586642;1,219130295;1,338419597;1,444026401;1,486805171;1,526125588;1,586937628;1,65584713;1,714954466;1,799083798;1,829677763;2,034125597;2,089499995;2,141003997;2,191933385;2,259717631;2,343022689;2,377251595;2,409327538;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
95;0;0,107085518;0,19329393;0,257702457;0,315004603;0,367293291;0,424344125;0,475693263;0,548711613;0,672706334;0,721358748;0,767701328;0,852511934;0,926903056;1,013120151;1,089649391;1,157810969;1,287499206;1,384339409;1,484111879;1,529805304;1,579727986;1,641840775;1,699533783;1,768885336;1,848591901;1,895105788;2,049944903;2,148247478;2,185610828;2,264839748;2,319986771;2,40452447;2,438965365;2,471051987;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
96;0;0,107724021;0,194926399;0,292985061;0,318938479;0,358497364;0,426294017;0,481949057;0,551178224;0,642780171;0,746170758;0,797488336;0,878460898;0,972067642;1,065933753;1,140625661;1,239356505;1,330183882;1,429016812;1,513993334;1,555590556;1,599624113;1,671426679;1,716956246;1,803365826;1,868089972;1,930151644;2,023639467;2,061584371;2,121344292;2,186983542;2,248388192;2,318858541;2,354699881;2,39582363;0,042250779;0,084501557;0,127235835;0,170292433;0,213671396;0,257372744;0,301396473;0,345742627;0,390411113;0,435402011;0,480715372;0,526351163;0,572309387;0,618590141;0,665193342;0,712119047;0,759367267;0,806937974;0,854831243;0,903046936;0,951585379;1,000446248;1,049629773;1,099135823;1,148964529;1,199115862;1,249589857;1,300386365;1,351505622;1,402947529;1,454712097;1,506799287;1,553886815
